#DataThief /home/shadrack/Pictures/Screenshot from 2019-09-08 23-44-43.png Monday 9-Sep-2019 9:50:51 AM
1.0799, 48.7104
3.0301, 44.5883
5.0516, 40.5947
6.9297, 36.6015
9.0206, 33.2507
11.0421, 29.257
12.9914, 25.3923
15.0832, 21.7843
17.0358, 17.0192
19.0559, 13.4114
21.2226, 8.9028
23.0965, 6.0672
25.2545, 4.0024
28.0576, 1.9355
29.994, 1.672
31.9266, 2.4375
33.9293, 3.7173
